transaction_id,user_id,transaction_amount,transaction_time,merchant_catrgory,location,device_type,payment_method,is_international,previous_transaction_gap,user_avg_spend,transaction_frequency,is_fraud
4093,1713,58.89,2026-03-02 12:23:37.486205,Shopping,USA,Tablet,UPI,0,22,335.09,11,0
4094,1291,31.63,2026-03-02 01:42:37.486232,Food,India,Desktop,Card,0,14,414.79,5,0
4095,1289,177.75,2026-03-22 05:26:37.486259,Shopping,UK,Desktop,Card,0,3,311.76,11,0
4096,1634,311.72,2026-03-04 04:41:37.486288,Entertainment,Germany,Mobile,Card,0,32,359.98,8,0
4097,1359,40.28,2026-03-20 10:14:37.486315,Food,UK,Mobile,UPI,1,45,487.71,6,0
4098,1385,108.29,2026-01-31 02:11:37.486342,Entertainment,USA,Mobile,Netbanking,0,37,266.51,9,0
4099,1123,101.6,2026-02-19 02:40:37.486369,Bill,Germany,Tablet,UPI,1,55,466.59,5,0
4100,1166,319.6,2026-03-20 07:25:37.486397,Bill,India,Desktop,UPI,0,10,400.42,5,0
4101,1590,1.4,2026-02-15 03:41:37.486424,Travel,Canada,Mobile,Wallet,0,11,467.13,18,0
4102,1752,368.98,2026-01-28 18:27:37.486451,Travel,UK,Desktop,UPI,0,43,302.78,15,0
4103,1769,196.22,2026-02-24 04:57:37.486478,Shopping,UK,Tablet,Wallet,1,14,467.09,6,0
4104,1153,466.33,2026-01-30 01:50:37.486505,Bill,USA,Mobile,Wallet,0,10,404.41,19,0
4105,1840,79.66,2026-03-05 09:23:37.486533,Food,UK,Desktop,Netbanking,0,4,241.34,8,0
4106,1847,203.06,2026-03-17 02:31:37.486560,Food,India,Tablet,Wallet,0,1,181.19,18,0
4107,1016,238.43,2026-03-10 14:41:37.486587,Travel,UK,Desktop,Card,0,7,176.45,3,0
4108,1560,193.94,2026-02-08 23:57:37.486614,Food,UK,Desktop,UPI,0,30,136.71,18,0
4109,1015,145.72,2026-02-09 19:22:37.486641,Travel,Germany,Mobile,Netbanking,0,49,301.28,3,0
4110,1767,11.98,2026-03-09 02:54:37.486669,Entertainment,Germany,Mobile,Wallet,0,23,175.13,11,0
4111,1759,188.67,2026-03-10 18:58:37.486696,Shopping,India,Mobile,Netbanking,0,21,339.06,17,0
4112,1074,474.58,2026-02-07 22:57:37.486723,Entertainment,UK,Tablet,Wallet,0,56,218.17,1,0
4113,1016,970.65,2026-03-26 09:40:37.486750,Shopping,Canada,Mobile,Wallet,1,54,312.24,4,0
4114,1200,101.31,2026-02-25 05:01:37.486778,Entertainment,UK,Mobile,UPI,0,14,137.36,9,0
4115,1958,8.77,2026-03-08 11:20:37.486805,Bill,India,Tablet,Wallet,0,35,139.33,19,0
4116,1431,405.59,2026-01-29 23:39:37.486832,Bill,Germany,Tablet,UPI,0,51,455.03,15,0
4117,1906,378.64,2026-04-01 03:57:37.486859,Travel,UK,Mobile,Card,0,47,323.3,5,0
4118,1147,6.12,2026-02-22 21:01:37.486886,Travel,USA,Mobile,Card,0,16,242.95,19,0
4119,1073,210.91,2026-02-25 15:02:37.486913,Bill,USA,Tablet,Card,0,23,213.79,2,0
4120,1197,41.21,2026-03-10 22:44:37.486941,Bill,India,Tablet,Card,0,59,318.76,14,0
4121,1181,220.47,2026-02-20 22:32:37.486967,Entertainment,Germany,Mobile,Netbanking,0,13,348.75,12,0
4122,1299,50.12,2026-03-07 13:15:37.486995,Bill,UK,Mobile,UPI,0,23,104.57,4,0
4123,1310,1006.57,2026-03-23 07:00:37.487028,Entertainment,UK,Mobile,Netbanking,1,38,305.93,19,0
4124,1524,1151.11,2026-01-23 20:15:37.487056,Bill,Canada,Tablet,Wallet,0,48,131.58,18,0
4125,1577,246.59,2026-01-31 02:23:37.487084,Shopping,Germany,Desktop,Card,0,10,454.68,13,0
4126,1729,612.65,2026-02-27 07:30:37.487112,Travel,India,Mobile,Card,0,56,148.09,2,0
4127,1629,624.05,2026-03-28 02:04:37.487139,Bill,UK,Mobile,Netbanking,0,33,169.52,7,0
4128,1155,288.66,2026-02-04 13:11:37.487166,Entertainment,USA,Mobile,Wallet,0,20,286.31,12,0
4129,1157,390.46,2026-03-02 08:08:37.487195,Bill,Canada,Mobile,Netbanking,0,4,368.08,6,0
4130,1613,63.61,2026-03-02 22:08:37.487223,Travel,India,Mobile,Netbanking,1,38,153.97,18,0
4131,1827,65.93,2026-02-15 04:42:37.487250,Travel,USA,Tablet,UPI,0,4,146.18,15,0
4132,1395,143.3,2026-01-30 01:12:37.487277,Travel,Germany,Tablet,Netbanking,1,58,244.26,8,0
4133,1180,108.45,2026-02-28 00:22:37.487304,Entertainment,Canada,Mobile,Card,0,35,152.58,15,0
4134,1748,346.54,2026-02-17 00:51:37.487331,Entertainment,Canada,Desktop,Card,0,24,226.58,16,0
4135,1123,101.29,2026-01-25 10:35:37.487358,Entertainment,Canada,Desktop,Netbanking,1,11,440.08,11,0
4136,1849,43.88,2026-01-28 18:08:37.487385,Travel,USA,Tablet,Card,0,9,198.98,7,0
4137,1767,462.32,2026-03-04 00:37:37.487412,Food,India,Desktop,Wallet,0,16,124.83,19,0
4138,1920,77.34,2026-02-28 15:07:37.487439,Bill,UK,Desktop,UPI,0,59,414.95,14,0
4139,1679,22.53,2026-01-23 09:59:37.487466,Food,India,Desktop,Netbanking,0,53,176.39,2,0
4140,1660,154.73,2026-02-23 09:21:37.487493,Bill,Germany,Tablet,Netbanking,0,39,338.69,6,0
4141,1308,762.36,2026-03-30 11:20:37.487521,Bill,Germany,Desktop,Netbanking,1,10,383.83,4,0
4142,1441,343.12,2026-02-21 20:07:37.487548,Bill,India,Tablet,Wallet,0,42,141.91,18,0
4143,1607,58.17,2026-03-06 10:58:37.487575,Shopping,UK,Desktop,Card,0,17,427.95,2,0
4144,1571,222.85,2026-02-16 07:52:37.487602,Shopping,Canada,Mobile,Card,0,32,240.34,13,0
4145,1340,374.03,2026-02-11 04:44:37.487629,Shopping,India,Mobile,Card,0,48,309.3,18,0
4146,1117,66.06,2026-02-18 10:23:37.487656,Entertainment,Canada,Tablet,Card,1,38,137.86,13,0
4147,1203,522.42,2026-02-13 18:03:37.487683,Bill,UK,Mobile,UPI,0,35,496.56,2,0
4148,1914,67.95,2026-03-16 12:46:37.487710,Food,USA,Tablet,Wallet,0,45,200.82,19,0
4149,1568,113.71,2026-01-27 04:02:37.487737,Travel,USA,Desktop,Netbanking,0,14,179.88,19,0
4150,1420,43.3,2026-03-08 10:01:37.487764,Entertainment,Germany,Tablet,UPI,0,9,385.48,8,0
4151,1654,1.26,2026-01-22 23:21:37.487792,Shopping,India,Mobile,UPI,0,18,208.78,3,0
4152,1181,17.09,2026-01-28 04:17:37.487819,Food,Canada,Tablet,Card,0,24,247.7,7,0
4153,1518,309.38,2026-02-14 00:53:37.487845,Travel,UK,Desktop,Card,1,1,381.86,12,0
4154,1357,352.52,2026-02-09 14:48:37.487873,Travel,UK,Desktop,Card,0,51,429.42,18,0
4155,1071,176.16,2026-02-01 15:42:37.487900,Food,Canada,Mobile,Netbanking,0,24,462.22,12,0
4156,1527,122.25,2026-02-11 05:19:37.487927,Food,USA,Tablet,Wallet,0,59,261.2,10,0
4157,1508,5.93,2026-02-18 22:08:37.487954,Shopping,Germany,Mobile,UPI,0,45,148.8,8,0
4158,1602,30.66,2026-03-31 20:03:37.487981,Shopping,Canada,Desktop,Netbanking,0,6,259.92,9,0
4159,1730,138.41,2026-03-07 02:15:37.488008,Food,India,Mobile,Card,0,46,337.16,12,0
4160,1144,186.95,2026-02-17 02:32:37.488035,Travel,Canada,Mobile,Wallet,0,28,479.63,12,0
4161,1642,172.13,2026-03-06 10:15:37.488062,Food,India,Tablet,Wallet,0,2,434.09,8,0
4162,1257,262.66,2026-03-26 17:37:37.488090,Entertainment,UK,Desktop,Card,0,47,189.81,4,0
4163,1643,19.64,2026-02-09 15:33:37.488117,Bill,UK,Mobile,Card,0,37,238.87,15,0
4164,1970,363.97,2026-03-17 02:20:37.488144,Entertainment,India,Mobile,Wallet,0,23,197.69,15,0
4165,1279,352.48,2026-03-14 18:53:37.488171,Entertainment,USA,Tablet,UPI,0,49,148.92,6,0
4166,1946,234.26,2026-01-23 12:32:37.488215,Shopping,India,Desktop,Card,0,8,314.72,4,0
4167,1076,153.73,2026-01-22 11:04:37.488243,Travel,USA,Mobile,Wallet,0,26,200.05,14,0
4168,1888,101.04,2026-02-28 19:57:37.488271,Travel,India,Mobile,UPI,0,52,228.6,5,0
4169,1899,91.37,2026-01-23 22:34:37.488298,Entertainment,Canada,Tablet,Netbanking,0,30,383.57,12,0
4170,1210,82.14,2026-02-18 16:01:37.488325,Food,USA,Desktop,Wallet,0,29,382.72,11,0
4171,1753,60.4,2026-03-24 04:03:37.488353,Travel,India,Tablet,Card,0,46,457.05,11,0
4172,1833,170.83,2026-03-19 16:20:37.488380,Bill,Canada,Mobile,Netbanking,0,56,490.25,16,0
4173,1383,78.13,2026-02-27 00:41:37.488408,Shopping,UK,Tablet,Netbanking,0,44,406.92,17,0
4174,1873,560.19,2026-03-05 02:17:37.488435,Entertainment,India,Desktop,Wallet,0,53,386.14,13,0
4175,1693,552.19,2026-02-04 14:38:37.488467,Food,India,Mobile,Wallet,0,35,167.08,9,0
4176,1718,33.73,2026-01-22 05:09:37.488497,Travel,USA,Tablet,Card,0,59,432.48,15,0
4177,1878,228.89,2026-03-10 11:20:37.488524,Entertainment,Canada,Desktop,Wallet,0,28,339.02,4,0
4178,1028,35.34,2026-01-30 07:19:37.488551,Bill,Germany,Mobile,UPI,1,59,347.23,1,0
4179,1592,4.21,2026-02-11 15:00:37.488578,Entertainment,USA,Tablet,UPI,0,10,395.09,7,0
4180,1874,63.4,2026-02-25 21:44:37.488605,Bill,India,Tablet,Card,0,49,190.0,8,0
4181,1913,260.79,2026-02-10 06:12:37.488633,Entertainment,Germany,Desktop,UPI,0,19,355.1,3,0
4182,1564,545.34,2026-03-30 11:22:37.488663,Food,USA,Tablet,UPI,0,25,188.6,10,0
4183,1119,135.13,2026-02-01 05:30:37.488691,Entertainment,Germany,Tablet,Wallet,0,11,203.12,8,0
4184,1047,76.85,2026-02-19 21:57:37.488719,Entertainment,Germany,Mobile,Card,0,50,198.94,4,0
4185,1272,209.78,2026-03-25 05:14:37.488746,Shopping,India,Desktop,Netbanking,0,58,137.66,19,0
4186,1338,50.66,2026-03-15 07:56:37.488774,Entertainment,USA,Mobile,UPI,0,15,275.85,1,0
4187,1237,205.64,2026-02-14 06:15:37.488802,Entertainment,Canada,Mobile,Wallet,0,49,218.96,12,0
4188,1972,650.39,2026-01-30 00:57:37.488831,Bill,India,Tablet,Wallet,0,31,268.12,12,0
4189,1331,588.35,2026-02-16 17:37:37.488858,Shopping,India,Desktop,UPI,0,52,452.01,9,0
4190,1525,43.77,2026-03-05 06:29:37.488886,Travel,UK,Tablet,Netbanking,1,53,464.83,6,0
4191,1532,47.48,2026-03-05 23:09:37.488913,Food,India,Mobile,Wallet,0,29,219.4,5,0
4192,1842,463.31,2026-03-20 20:00:37.488940,Food,USA,Tablet,UPI,0,34,491.12,10,0
4193,1585,123.96,2026-03-23 10:43:37.488967,Entertainment,USA,Mobile,Wallet,0,11,147.22,1,0
4194,1459,160.82,2026-02-15 06:07:37.488995,Shopping,Germany,Mobile,Netbanking,1,45,123.3,16,0
4195,1997,319.42,2026-02-15 10:20:37.489022,Shopping,India,Tablet,Wallet,0,4,175.12,1,0
4196,1166,179.14,2026-03-13 16:54:37.489049,Food,Canada,Desktop,Card,0,12,232.89,16,0
4197,1374,52.56,2026-03-04 15:38:37.489076,Shopping,UK,Tablet,Netbanking,0,46,364.9,9,0
4198,1354,183.74,2026-01-31 18:06:37.489103,Bill,USA,Tablet,UPI,0,37,437.54,4,0
4199,1910,158.97,2026-02-20 00:35:37.489130,Travel,Canada,Tablet,Card,0,48,104.44,14,0
4200,1051,65.62,2026-02-12 11:13:37.489157,Food,USA,Mobile,UPI,0,4,367.44,18,0
4201,1337,885.48,2026-03-21 19:40:37.489184,Shopping,India,Tablet,Card,1,3,358.82,1,1
4202,1162,252.46,2026-02-19 03:34:37.489211,Shopping,Canada,Mobile,Netbanking,0,40,319.24,6,0
4203,1586,162.97,2026-03-21 10:47:37.489239,Food,USA,Tablet,UPI,0,52,455.85,17,0
4204,1614,156.74,2026-04-01 08:19:37.489266,Entertainment,Germany,Desktop,Netbanking,0,21,167.55,1,0
4205,1482,346.72,2026-03-01 16:54:37.489293,Shopping,UK,Mobile,Wallet,0,44,323.1,4,0
4206,1225,27.44,2026-03-18 17:44:37.489320,Shopping,Germany,Tablet,Netbanking,0,36,418.69,19,0
4207,1702,23.24,2026-03-02 23:12:37.489348,Bill,India,Desktop,Wallet,0,21,307.42,19,0
4208,1279,461.68,2026-02-21 15:45:37.489375,Shopping,India,Desktop,Wallet,0,27,163.97,16,0
4209,1731,53.11,2026-02-19 22:47:37.489402,Entertainment,UK,Mobile,Card,0,6,356.69,2,0
4210,1380,67.55,2026-03-16 01:27:37.489430,Food,Germany,Desktop,Wallet,0,56,237.94,15,0
4211,1069,31.71,2026-03-19 20:01:37.489457,Bill,Canada,Desktop,Netbanking,0,43,437.06,19,0
4212,1859,376.76,2026-02-05 15:32:37.489484,Shopping,Canada,Mobile,Wallet,0,19,256.15,2,0
4213,1821,17.22,2026-02-03 04:58:37.489514,Travel,India,Desktop,UPI,1,34,293.38,19,0
4214,1608,143.61,2026-03-29 22:32:37.489557,Entertainment,Canada,Tablet,Card,0,27,108.11,3,0
4215,1314,340.32,2026-03-21 04:53:37.489586,Food,India,Desktop,Wallet,0,54,466.65,6,0
4216,1450,16.2,2026-02-10 22:20:37.489613,Bill,USA,Desktop,Wallet,1,16,267.63,12,0
4217,1850,692.01,2026-02-23 16:21:37.489641,Food,Germany,Desktop,Wallet,0,50,413.71,4,0
4218,1384,153.37,2026-03-01 13:44:37.489669,Entertainment,Canada,Mobile,Wallet,0,40,445.04,14,0
4219,1808,151.73,2026-02-15 03:44:37.489696,Shopping,USA,Mobile,UPI,1,34,192.31,19,0
4220,1896,509.11,2026-03-08 01:20:37.489724,Shopping,India,Mobile,Netbanking,0,42,489.1,14,0
4221,1591,13.95,2026-01-24 02:37:37.489751,Shopping,India,Desktop,Card,0,35,233.92,7,0
4222,1460,240.68,2026-02-07 17:48:37.489779,Travel,India,Desktop,UPI,0,10,395.13,10,0
4223,1454,367.23,2026-03-21 20:06:37.489806,Shopping,Germany,Mobile,Card,0,35,227.31,13,0
4224,1748,268.09,2026-03-07 15:07:37.489833,Bill,USA,Desktop,Wallet,0,39,447.47,10,0
4225,1086,79.2,2026-02-08 06:55:37.489860,Food,USA,Mobile,UPI,0,49,290.14,17,0
4226,1754,3.87,2026-02-03 09:23:37.489887,Food,Germany,Desktop,Card,0,33,438.24,11,0
4227,1550,172.16,2026-03-24 01:42:37.489916,Travel,Germany,Mobile,Netbanking,0,50,427.24,16,0
4228,1468,11.57,2026-02-07 04:37:37.489943,Entertainment,India,Tablet,Netbanking,0,59,490.73,9,0
4229,1321,211.28,2026-03-20 07:17:37.489971,Travel,Germany,Mobile,Netbanking,0,5,408.36,10,0
4230,1014,57.36,2026-02-23 23:01:37.489999,Entertainment,Canada,Tablet,UPI,0,48,153.0,15,0
4231,1695,227.66,2026-03-04 08:08:37.490028,Entertainment,USA,Tablet,Wallet,1,8,447.85,18,0
4232,1363,124.33,2026-03-31 11:21:37.490056,Bill,India,Tablet,Wallet,0,1,458.81,2,0
4233,1847,55.33,2026-03-30 03:40:37.490083,Entertainment,India,Desktop,Netbanking,0,54,446.47,10,0
4234,1235,319.94,2026-02-18 21:01:37.490111,Food,UK,Mobile,Netbanking,1,39,211.53,3,0
4235,1260,88.3,2026-02-07 12:30:37.490139,Bill,USA,Desktop,Wallet,0,55,403.57,4,0
4236,1383,512.74,2026-03-29 16:23:37.490167,Shopping,Canada,Desktop,Netbanking,1,20,257.47,17,0
4237,1882,339.55,2026-03-02 09:40:37.490196,Food,Canada,Mobile,Netbanking,0,55,314.68,17,0
4238,1765,286.27,2026-02-23 07:31:37.490224,Food,India,Mobile,UPI,0,34,296.53,6,0
4239,1970,441.79,2026-02-26 02:36:37.490251,Travel,India,Desktop,Wallet,0,40,169.25,5,0
4240,1196,176.33,2026-02-03 01:11:37.490279,Entertainment,Germany,Desktop,Netbanking,1,43,460.14,3,0
4241,1593,389.53,2026-03-20 19:10:37.490306,Bill,USA,Tablet,Card,0,5,315.05,10,0
4242,1424,476.26,2026-03-04 12:23:37.490334,Shopping,Canada,Tablet,Wallet,0,49,471.13,18,0
4243,1654,69.92,2026-02-12 07:19:37.490361,Food,India,Desktop,UPI,1,57,231.97,3,0
4244,1726,149.7,2026-01-23 02:12:37.490388,Bill,Germany,Mobile,Card,0,50,447.87,8,0
4245,1821,90.11,2026-02-28 22:58:37.490416,Food,Canada,Mobile,UPI,0,59,370.37,2,0
4246,1867,102.37,2026-01-26 13:19:37.490444,Shopping,India,Tablet,Wallet,1,26,248.73,9,0
4247,1786,298.42,2026-03-19 22:59:37.490471,Entertainment,UK,Tablet,Card,0,33,180.63,10,0
4248,1893,92.52,2026-03-25 20:46:37.490498,Shopping,Germany,Mobile,Card,0,22,420.38,6,0
4249,1961,78.87,2026-02-16 05:59:37.490525,Shopping,UK,Mobile,Card,0,37,206.52,11,0
4250,1436,122.81,2026-02-15 23:48:37.490553,Bill,USA,Tablet,UPI,1,34,201.51,6,0
4251,1336,206.17,2026-03-02 14:28:37.490580,Food,USA,Desktop,Wallet,0,15,497.48,8,0
4252,1892,92.3,2026-03-27 15:07:37.490607,Travel,India,Tablet,Card,0,15,353.14,7,0
4253,1992,143.8,2026-02-17 22:47:37.490634,Food,India,Desktop,UPI,0,32,159.07,3,0
4254,1181,56.73,2026-02-27 00:33:37.490662,Bill,Canada,Tablet,Netbanking,0,15,218.48,6,0
4255,1873,85.56,2026-03-17 06:27:37.490689,Bill,Germany,Desktop,Wallet,1,3,210.47,1,0
4256,1511,120.78,2026-03-17 19:43:37.490717,Shopping,India,Desktop,UPI,0,4,386.88,19,0
4257,1462,199.89,2026-02-15 13:33:37.490744,Travel,USA,Desktop,UPI,0,40,466.13,1,0
4258,1018,123.64,2026-02-21 08:30:37.490771,Shopping,Canada,Desktop,Netbanking,1,39,429.83,13,0
4259,1117,90.97,2026-02-14 08:38:37.490798,Travel,Canada,Desktop,UPI,0,33,371.92,12,0
4260,1136,670.48,2026-02-01 07:45:37.490826,Shopping,India,Mobile,Netbanking,0,21,160.25,1,0
4261,1994,157.42,2026-03-17 13:17:37.490853,Bill,India,Tablet,Netbanking,0,42,492.04,5,0
4262,1714,583.81,2026-01-22 04:49:37.490880,Bill,UK,Tablet,UPI,0,13,429.95,1,0
4263,1199,306.16,2026-03-06 15:52:37.490908,Shopping,Canada,Mobile,UPI,0,4,481.38,19,0
4264,1849,272.55,2026-02-14 02:35:37.490936,Food,India,Mobile,Netbanking,1,54,378.88,19,0
4265,1927,248.91,2026-03-27 04:28:37.490962,Travel,Germany,Desktop,Wallet,1,21,417.17,17,0
4266,1280,150.19,2026-02-07 10:01:37.490990,Travel,Canada,Tablet,Netbanking,1,47,401.35,17,0
4267,1043,193.67,2026-03-19 10:24:37.491017,Entertainment,Germany,Mobile,Netbanking,0,29,192.67,11,0
4268,1430,135.89,2026-02-12 06:19:37.491044,Travel,Canada,Mobile,Card,0,2,193.16,6,0
4269,1427,67.58,2026-03-17 18:01:37.491075,Travel,Germany,Tablet,Netbanking,1,55,329.08,13,0
4270,1636,40.64,2026-03-03 19:31:37.491103,Shopping,India,Tablet,Card,0,13,389.06,5,0
4271,1827,100.68,2026-02-20 00:00:37.491130,Food,India,Desktop,Wallet,0,44,235.37,8,0
4272,1548,362.81,2026-02-13 05:18:37.491158,Entertainment,UK,Desktop,Wallet,0,32,138.66,9,0
4273,1633,164.29,2026-01-27 16:09:37.491185,Bill,Canada,Tablet,Wallet,1,45,476.4,18,0
4274,1574,217.77,2026-03-16 02:40:37.491212,Travel,Germany,Desktop,Netbanking,0,3,207.12,3,0
4275,1758,264.19,2026-03-14 08:46:37.491239,Travel,Canada,Tablet,Card,1,46,320.16,14,0
4276,1550,111.87,2026-03-25 06:43:37.491267,Bill,Canada,Desktop,Card,0,38,139.05,13,0
4277,1811,71.83,2026-01-26 22:26:37.491294,Travel,Canada,Tablet,Wallet,0,52,146.46,9,0
4278,1835,90.15,2026-02-07 17:02:37.491322,Shopping,UK,Mobile,Card,0,7,229.78,14,0
4279,1045,159.59,2026-03-01 02:46:37.491349,Food,UK,Mobile,Wallet,0,9,418.22,4,0
4280,1432,344.64,2026-03-09 15:09:37.491376,Shopping,USA,Desktop,Card,0,45,221.17,6,0
4281,1567,93.86,2026-03-24 11:12:37.491403,Food,UK,Tablet,Wallet,0,5,312.34,17,0
4282,1393,556.77,2026-03-16 11:31:37.491430,Entertainment,UK,Mobile,Wallet,0,7,187.61,8,0
4283,1007,30.47,2026-02-11 05:10:37.491457,Bill,UK,Tablet,Wallet,0,2,223.72,2,0
4284,1239,53.84,2026-02-17 22:43:37.491484,Travel,Germany,Desktop,Wallet,0,38,194.22,6,0
4285,1726,593.34,2026-02-22 21:35:37.491511,Travel,India,Desktop,Wallet,0,57,192.92,19,0
4286,1506,270.84,2026-02-24 22:40:37.491538,Entertainment,Germany,Mobile,Wallet,0,37,369.16,19,0
4287,1682,161.17,2026-02-15 18:00:37.491566,Shopping,USA,Desktop,UPI,0,2,405.21,19,0
4288,1851,343.99,2026-03-26 06:02:37.491593,Food,Germany,Tablet,Card,0,45,393.48,3,0
4289,1611,112.25,2026-01-28 10:34:37.491620,Bill,Germany,Desktop,Wallet,0,50,295.73,5,0
4290,1194,295.98,2026-02-26 07:40:37.491685,Travel,UK,Tablet,Wallet,1,8,222.31,2,0
4291,1579,80.88,2026-01-31 04:04:37.491713,Food,India,Desktop,Card,1,21,158.28,3,0
4292,1653,50.06,2026-03-07 09:02:37.491740,Entertainment,USA,Mobile,Card,0,12,175.67,19,0
4293,1075,83.97,2026-02-09 23:12:37.491767,Shopping,Canada,Desktop,Card,0,20,422.21,9,0
4294,1276,28.76,2026-03-02 01:58:37.491794,Bill,UK,Mobile,UPI,0,19,339.56,6,0
4295,1601,195.11,2026-02-07 03:38:37.491821,Food,Germany,Desktop,Netbanking,0,45,249.63,15,0
4296,1830,123.57,2026-02-11 10:58:37.491849,Shopping,India,Mobile,Netbanking,0,38,334.75,19,0
4297,1018,232.94,2026-02-26 06:05:37.491877,Travel,USA,Mobile,Wallet,0,27,383.65,3,0
4298,1674,12.95,2026-01-26 15:50:37.491904,Shopping,Germany,Desktop,Card,0,35,177.85,12,0
4299,1564,178.47,2026-01-31 16:59:37.491931,Food,UK,Tablet,Wallet,0,25,259.68,10,0
4300,1752,34.59,2026-01-24 17:34:37.491958,Entertainment,Canada,Mobile,Wallet,0,15,488.89,6,0
4301,1552,48.04,2026-01-27 08:38:37.491985,Travel,UK,Mobile,UPI,1,1,357.64,11,0
4302,1477,313.22,2026-03-28 21:53:37.492012,Entertainment,India,Desktop,Wallet,0,12,269.03,8,0
4303,1462,61.1,2026-02-19 19:29:37.492041,Bill,UK,Desktop,UPI,0,31,218.28,12,0
4304,1455,43.62,2026-03-03 23:02:37.492068,Shopping,USA,Tablet,Wallet,0,42,340.96,1,0
4305,1332,8.06,2026-02-13 03:21:37.492095,Bill,Canada,Mobile,Card,0,16,164.92,5,0
4306,1113,73.46,2026-03-14 06:57:37.492122,Bill,Canada,Mobile,Wallet,0,3,292.37,17,0
4307,1681,220.86,2026-02-02 22:26:37.492149,Food,Canada,Mobile,Wallet,0,59,214.62,15,0
4308,1076,234.94,2026-03-29 04:46:37.492176,Food,USA,Tablet,UPI,0,36,124.55,15,0
4309,1333,149.25,2026-02-20 15:59:37.492204,Food,India,Tablet,Card,0,40,102.96,15,0
4310,1970,35.16,2026-02-24 04:01:37.492235,Entertainment,Germany,Desktop,Card,0,54,176.81,15,0
4311,1832,161.16,2026-02-27 19:08:37.492263,Shopping,USA,Desktop,Wallet,0,54,393.17,17,0
4312,1172,100.76,2026-03-20 17:02:37.492290,Shopping,Germany,Desktop,UPI,0,2,239.05,2,0
4313,1842,287.07,2026-03-10 03:20:37.492317,Shopping,Canada,Mobile,Wallet,1,26,126.55,17,0
4314,1591,304.09,2026-03-09 21:10:37.492344,Travel,India,Tablet,Netbanking,0,14,329.32,12,0
4315,1390,66.33,2026-02-24 09:43:37.492371,Food,USA,Mobile,UPI,0,16,489.59,3,0
4316,1869,7.99,2026-03-15 08:40:37.492398,Shopping,UK,Tablet,UPI,0,3,320.95,9,0
4317,1580,476.12,2026-01-28 14:04:37.492426,Entertainment,Canada,Desktop,Netbanking,0,31,290.08,18,0
4318,1997,141.46,2026-03-02 14:00:37.492453,Shopping,USA,Desktop,Card,0,23,393.66,1,0
4319,1088,209.74,2026-03-01 14:12:37.492481,Shopping,UK,Desktop,Card,0,37,384.41,4,0
4320,1825,145.25,2026-02-07 02:41:37.492514,Food,Germany,Mobile,Wallet,0,50,308.91,2,0
4321,1382,425.18,2026-02-14 00:16:37.492541,Food,USA,Mobile,Wallet,0,27,126.15,4,0
4322,1433,84.12,2026-02-19 05:55:37.492569,Food,Germany,Tablet,Wallet,1,13,456.03,8,0
4323,1056,28.9,2026-01-28 16:28:37.492596,Food,Canada,Desktop,Netbanking,0,52,345.35,6,0
4324,1351,73.94,2026-02-27 11:41:37.492624,Food,USA,Tablet,Card,0,55,178.2,14,0
4325,1653,33.57,2026-03-17 01:30:37.492651,Food,Germany,Mobile,Wallet,1,38,251.15,7,0
4326,1884,201.99,2026-02-25 15:55:37.492678,Bill,UK,Tablet,Wallet,0,44,122.28,13,0
4327,1508,785.72,2026-02-21 05:26:37.492705,Bill,USA,Tablet,UPI,1,23,280.12,1,0
4328,1814,16.09,2026-02-21 12:34:37.492743,Shopping,India,Desktop,Card,0,30,106.81,3,0
4329,1475,50.78,2026-03-25 09:47:37.492773,Entertainment,India,Desktop,Wallet,0,33,191.38,6,0
4330,1560,99.68,2026-02-10 22:35:37.492800,Food,India,Tablet,UPI,0,6,262.38,8,0
4331,1035,100.91,2026-02-19 20:37:37.492828,Food,Canada,Tablet,Netbanking,1,1,228.93,4,0
4332,1969,10.2,2026-02-28 21:05:37.492855,Bill,Canada,Desktop,UPI,0,32,382.11,6,0
4333,1328,46.5,2026-03-16 12:27:37.492884,Bill,India,Desktop,Wallet,0,3,312.79,6,0
4334,1544,234.85,2026-02-12 15:15:37.492912,Bill,India,Desktop,Wallet,1,2,208.32,12,0
4335,1117,74.57,2026-02-11 16:32:37.492941,Bill,UK,Desktop,UPI,0,20,161.5,17,0
4336,1372,376.87,2026-03-31 16:42:37.492968,Bill,Canada,Tablet,Wallet,0,11,422.35,17,0
4337,1659,180.26,2026-03-17 05:28:37.492996,Food,USA,Tablet,Netbanking,0,43,207.73,8,0
4338,1361,252.8,2026-03-20 11:53:37.493024,Shopping,India,Desktop,UPI,1,16,131.33,5,0
4339,1307,209.67,2026-03-22 07:54:37.493051,Shopping,Germany,Desktop,Card,0,7,108.53,8,0
4340,1331,195.83,2026-03-27 13:19:37.493079,Travel,Germany,Mobile,Card,1,11,493.65,17,0
4341,1204,776.9,2026-01-28 05:21:37.493106,Food,India,Mobile,Netbanking,0,38,400.47,10,0
4342,1454,252.66,2026-03-10 16:15:37.493134,Shopping,USA,Desktop,Wallet,0,4,361.14,13,0
4343,1026,95.03,2026-02-28 19:41:37.493161,Food,Canada,Desktop,UPI,0,50,341.36,9,0
4344,1891,164.12,2026-01-31 05:25:37.493188,Bill,India,Desktop,Card,0,48,343.11,1,0
4345,1165,163.79,2026-01-26 03:14:37.493214,Entertainment,Canada,Desktop,Wallet,0,54,281.76,14,0
